edad;loannumber;times_late;totaldue;loanamount;employment_status_clients_Permanent;termdays;bank_name_clients_GT Bank;times_loaned;referredby;good_bad_flag
28;5;2;13000;10000;1;30;0;4;0;1
35;3;0;13000;10000;1;30;0;2;0;1
37;2;0;13000;10000;1;30;1;1;0;1
38;2;0;13000;10000;1;30;0;1;1;1
41;3;1;11500;10000;1;15;1;2;1;1
45;3;1;24500;20000;1;30;1;2;0;1
38;16;5;44000;40000;1;30;0;15;0;1
39;6;1;48000;40000;1;60;0;3;0;1
38;2;0;11500;10000;1;15;0;1;0;1
35;3;1;13000;10000;0;30;1;2;0;1
41;2;0;13000;10000;1;30;1;1;0;1
49;4;1;11500;10000;1;15;1;3;0;1
39;14;1;44000;40000;0;30;0;13;0;1
45;2;1;13000;10000;1;30;0;1;1;0
35;6;4;24500;20000;0;30;0;5;0;1
34;8;4;13000;10000;0;30;1;7;0;1
39;2;0;13000;10000;1;30;0;1;0;1
40;7;0;34500;30000;1;30;1;6;0;1
31;7;0;24500;20000;1;30;0;6;0;1
36;6;2;24500;20000;0;30;0;5;0;1
31;14;1;10250;10000;0;15;0;13;0;1
37;9;5;39000;30000;1;60;1;8;0;1
40;7;2;39000;30000;1;60;0;6;0;1
45;3;2;13000;10000;1;30;1;2;0;0
29;5;2;11500;10000;1;15;0;4;0;1
38;11;3;44000;40000;1;60;1;10;0;1
36;7;3;24500;20000;0;30;0;6;0;1
29;3;0;13000;10000;1;30;1;2;0;1
35;2;0;13000;10000;1;30;0;1;0;1
30;6;0;39000;30000;1;60;0;5;0;0
38;2;0;13000;10000;1;30;0;1;1;1
34;3;1;13000;10000;1;30;0;2;0;0
50;3;1;11500;10000;1;15;1;2;0;1
39;3;0;13000;10000;1;30;1;2;0;1
40;9;5;34500;30000;1;30;1;8;0;1
45;14;8;48000;40000;1;60;0;13;0;0
31;3;1;11500;10000;1;15;0;2;0;0
28;8;2;18375;15000;1;30;1;7;0;1
49;2;0;13000;10000;0;30;1;1;0;1
39;3;2;11500;10000;1;15;0;2;1;0
35;13;9;44000;40000;1;30;1;12;0;1
36;4;0;12250;10000;1;30;0;3;0;1
31;5;3;11500;10000;1;30;1;4;0;1
35;3;2;13000;10000;1;30;0;2;0;1
32;8;0;17250;15000;1;30;0;7;0;1
46;3;2;13000;10000;1;30;0;2;0;1
30;7;0;34500;30000;0;30;0;6;0;1
36;2;0;11500;10000;1;15;0;1;1;1
32;10;2;44000;40000;1;30;1;9;0;1
48;3;0;13000;10000;0;30;0;2;0;1
50;8;2;34500;30000;0;30;0;7;0;1
29;2;0;13000;10000;1;30;0;1;0;1
38;3;0;13000;10000;1;30;0;2;1;1
32;12;1;21000;20000;0;15;0;11;0;1
34;2;0;13000;10000;1;30;0;1;0;1
39;8;1;44000;40000;1;30;0;7;0;1
43;2;0;13000;10000;0;30;0;1;1;1
38;2;0;13000;10000;0;30;1;1;0;0
46;3;0;11500;10000;1;15;0;2;0;1
27;9;5;44000;40000;0;30;0;8;0;1
32;6;0;24500;20000;1;30;0;5;0;1
41;5;1;24500;20000;0;30;0;4;1;1
43;4;1;24500;20000;1;30;0;3;1;1
35;2;0;13000;10000;1;30;0;1;1;1
34;6;3;39000;30000;0;60;0;5;0;1
35;12;4;44000;40000;0;30;1;11;0;1
33;3;0;13000;10000;1;30;1;2;0;1
42;9;0;34500;30000;1;30;1;8;0;1
36;4;3;24500;20000;1;30;0;3;0;1
37;2;0;11500;10000;1;15;1;1;0;1
28;2;0;11500;10000;1;15;0;1;0;1
43;2;1;11500;10000;0;15;1;1;1;0
37;2;1;13000;10000;1;30;1;1;0;1
32;4;2;13000;10000;1;30;0;3;0;0
27;7;0;23000;20000;0;30;0;6;0;0
39;2;0;13000;10000;1;30;1;1;0;1
43;9;2;39000;30000;1;60;0;8;0;1
46;7;0;34500;30000;1;30;0;6;0;1
35;7;4;13000;10000;1;30;0;6;0;1
34;11;2;36000;30000;0;60;0;10;0;0
30;2;1;13000;10000;0;30;1;1;0;0
38;3;1;13000;10000;0;30;0;2;1;1
38;9;2;21500;20000;1;15;0;8;0;1
40;6;2;34500;30000;1;30;0;5;0;1
35;7;2;34500;30000;1;30;0;6;1;1
36;2;1;12500;10000;1;30;1;1;1;1
32;3;1;13000;10000;1;30;0;2;1;1
38;3;1;11500;10000;0;15;0;2;0;1
37;3;1;13000;10000;1;30;0;2;0;1
39;3;2;13000;10000;1;30;0;2;0;1
50;4;0;24500;20000;0;30;1;3;0;1
41;2;1;13000;10000;1;30;1;1;0;1
41;5;4;13000;10000;1;30;0;4;0;1
42;3;0;13000;10000;1;30;0;2;0;1
32;12;5;48000;40000;0;60;1;11;0;1
30;6;0;34500;30000;0;30;0;5;0;0
46;3;2;13000;10000;1;30;0;2;0;1
29;9;1;48000;40000;0;60;1;8;0;1
34;4;3;13000;10000;1;30;1;3;0;1
29;4;3;13000;10000;1;30;0;3;0;0
38;2;0;13000;10000;1;30;0;1;1;1
43;5;1;13000;10000;0;30;0;4;0;1
37;8;6;13000;10000;1;30;1;7;0;1
27;4;1;13000;10000;1;30;0;3;0;1
33;4;0;13000;10000;1;30;1;3;0;1
41;4;2;13000;10000;1;30;1;3;0;1
39;2;0;11500;10000;1;15;0;1;0;1
38;3;2;13000;10000;1;30;1;2;1;0
34;4;0;24500;20000;1;30;0;3;1;1
32;5;0;24500;20000;1;30;1;4;0;0
32;9;6;34500;30000;0;30;1;8;0;1
41;6;2;24500;20000;1;30;0;5;0;1
43;2;0;13000;10000;0;30;0;1;0;1
34;2;0;11500;10000;0;15;1;1;0;1
50;3;1;13000;10000;1;30;0;2;0;0
27;9;3;24500;20000;1;30;0;8;0;1
52;5;1;24500;20000;0;30;1;4;0;1
39;2;0;13000;10000;1;30;0;1;0;0
39;14;5;48000;40000;0;60;1;13;0;0
38;4;3;24500;20000;1;30;0;3;1;1
35;9;2;44000;40000;0;30;0;8;0;1
51;7;3;13000;10000;1;30;0;6;0;1
36;4;1;24500;20000;1;30;0;3;0;0
28;8;0;48000;40000;0;60;0;7;0;1
41;4;0;24500;20000;0;30;1;3;0;1
35;15;5;44000;40000;0;30;0;14;0;1
35;2;1;13000;10000;1;30;0;1;0;0
34;5;0;22250;20000;1;15;1;4;0;1
42;2;1;11500;10000;1;15;1;1;0;1
39;4;1;24500;20000;1;30;1;3;0;1
31;3;0;24500;20000;1;30;0;2;0;1
45;2;1;13000;10000;0;30;0;1;0;1
36;2;0;13000;10000;1;30;0;1;1;1
34;15;2;65400;60000;1;60;0;14;0;1
33;5;3;22250;20000;1;15;0;4;0;1
46;2;0;13000;10000;1;30;1;1;0;0
29;2;0;11500;10000;0;15;0;1;0;0
36;2;0;13000;10000;1;30;0;1;0;1
30;2;0;11500;10000;1;15;1;1;0;1
37;2;0;13000;10000;1;30;1;1;0;1
52;12;3;34500;30000;1;30;0;11;0;1
31;2;0;13000;10000;1;30;0;1;0;1
40;2;1;13000;10000;1;30;0;1;1;1
39;12;2;44000;40000;1;30;1;11;0;1
37;8;0;34500;30000;1;30;0;7;0;1
32;4;0;24500;20000;1;30;0;3;0;1
35;18;0;52500;50000;0;30;1;17;0;1
35;4;1;11500;10000;1;15;1;3;0;1
47;2;0;13000;10000;1;30;0;1;1;1
39;5;3;24500;20000;0;30;0;4;0;1
46;14;4;44000;40000;1;30;1;13;0;0
33;8;3;44000;40000;1;30;1;7;0;1
41;2;0;13000;10000;1;30;0;1;1;1
37;8;1;23000;20000;1;30;1;7;0;1
32;2;0;11500;10000;0;15;1;1;0;1
28;2;1;13000;10000;1;30;1;1;0;0
42;3;0;13000;10000;1;30;0;2;0;0
31;6;2;13000;10000;1;30;1;5;0;1
35;4;2;11500;10000;1;15;1;3;0;1
35;2;1;11500;10000;0;15;0;1;1;1
49;2;1;13000;10000;0;30;1;1;1;1
43;2;0;11500;10000;1;15;0;1;0;1
41;6;2;24500;20000;1;30;0;5;0;1
44;2;0;11500;10000;0;15;0;1;0;0
39;2;1;11000;10000;1;15;1;1;0;1
28;3;2;13000;10000;1;30;0;2;0;1
35;2;1;13000;10000;0;30;0;1;0;1
42;6;0;33999;30000;0;30;0;5;0;1
53;4;0;24500;20000;1;30;0;3;0;1
37;2;0;13000;10000;1;30;1;1;0;1
34;2;0;11500;10000;1;15;1;1;0;1
46;3;2;13000;10000;1;30;0;2;1;0
35;9;3;34500;30000;1;30;0;8;0;1
30;3;1;13000;10000;1;30;0;2;0;0
31;13;2;68100;60000;1;90;1;12;0;1
36;3;1;11500;10000;0;15;1;2;0;0
54;2;1;13000;10000;1;30;1;1;0;1
35;2;0;11500;10000;0;15;1;1;0;1
35;5;4;24500;20000;1;30;0;4;0;1
29;7;0;39000;30000;0;60;0;6;0;1
44;2;0;13000;10000;1;30;0;1;0;1
50;2;0;11500;10000;0;15;1;1;0;1
47;2;1;11500;10000;0;15;1;1;0;1
36;9;5;34500;30000;0;30;1;8;0;1
28;2;0;11500;10000;0;15;0;1;0;1
32;2;1;11500;10000;0;15;0;1;0;0
55;4;1;13000;10000;0;30;0;3;0;1
34;4;0;24500;20000;1;30;0;3;0;1
30;10;0;48000;40000;1;60;0;9;0;1
40;10;5;24500;20000;0;30;1;9;0;1
32;10;5;48000;40000;0;60;1;9;0;1
29;14;4;33000;30000;1;30;0;13;0;0
47;3;0;11500;10000;1;15;0;2;1;1
41;8;2;28750;25000;1;30;0;7;0;1
30;2;0;11500;10000;1;15;0;1;0;1
45;4;3;13000;10000;1;30;0;3;0;1
42;2;1;13000;10000;1;30;0;1;0;0
26;10;3;34500;30000;1;30;1;9;0;1
36;3;1;13000;10000;1;30;1;2;0;0
43;6;0;24500;20000;1;30;0;5;0;1
32;12;6;24500;20000;1;30;0;11;0;1
37;2;1;13000;10000;1;30;1;1;0;0
26;2;1;13000;10000;1;30;0;1;0;1
43;5;0;24500;20000;0;30;0;4;0;1
38;10;2;44000;40000;1;30;0;9;0;1
44;3;1;11500;10000;1;15;0;2;1;1
43;5;4;13000;10000;1;30;0;4;0;1
39;2;0;13000;10000;0;30;0;1;0;1
42;2;0;13000;10000;1;30;0;1;1;1
34;10;4;28750;25000;0;30;0;9;0;1
48;6;2;24500;20000;1;30;1;5;0;1
42;3;2;11500;10000;1;15;0;2;1;1
39;6;2;11500;10000;1;15;0;5;0;1
41;8;0;23000;20000;0;30;0;7;0;1
35;12;6;44000;40000;1;30;0;11;0;1
42;2;1;13000;10000;1;30;0;1;1;1
42;2;1;13000;10000;1;30;0;1;1;1
40;2;0;13000;10000;1;30;1;1;1;1
38;3;0;22250;20000;1;15;1;2;0;1
46;4;1;24500;20000;0;30;0;3;0;1
33;3;2;11500;10000;0;15;1;2;0;0
29;3;2;13000;10000;1;30;1;2;0;1
40;10;5;34500;30000;1;30;1;9;0;1
50;3;1;13000;10000;1;30;1;2;1;0
35;3;2;13000;10000;0;30;1;2;0;0
33;3;0;24500;20000;0;30;0;2;0;0
26;2;1;11500;10000;1;15;0;1;0;1
34;2;1;13000;10000;1;30;0;1;0;0
41;3;2;24500;20000;1;30;0;2;0;1
32;6;5;11500;10000;1;30;0;5;0;1
39;3;0;13000;10000;1;30;0;2;0;1
32;3;0;13000;10000;1;30;1;2;1;1
41;2;0;13000;10000;1;30;0;1;0;1
45;3;0;13000;10000;1;30;1;2;1;1
32;2;0;13000;10000;1;30;1;1;1;0
53;7;3;34500;30000;1;30;1;6;0;1
38;2;0;13000;10000;0;30;0;1;0;1
39;2;1;13000;10000;1;30;1;1;0;0
39;3;1;13000;10000;1;30;1;2;0;1
36;4;1;24500;20000;1;30;0;3;0;1
43;8;2;44000;40000;1;30;0;7;0;1
41;10;7;24500;20000;1;30;0;9;0;0
39;16;5;52500;50000;0;30;1;15;0;1
40;12;2;34500;30000;1;30;0;11;0;1
32;4;0;24500;20000;1;30;0;3;0;1
36;4;1;24500;20000;0;30;0;3;1;1
32;6;4;13000;10000;1;30;1;5;0;1
30;12;4;44000;40000;1;30;1;11;0;1
33;3;0;13000;10000;1;30;0;2;0;1
35;3;1;24500;20000;1;30;0;2;1;0
37;6;3;24500;20000;0;30;1;5;0;1
28;9;3;34500;30000;1;30;0;8;0;1
41;2;1;11500;10000;1;15;1;1;1;0
46;18;5;52500;50000;0;30;1;17;0;1
30;11;0;57500;50000;1;90;0;10;0;1
41;14;5;16500;15000;1;30;0;13;0;1
29;2;0;13000;10000;1;30;1;1;0;1
42;2;0;13000;10000;1;30;0;1;1;1
40;12;1;44000;40000;0;30;1;11;0;1
37;9;4;48000;40000;1;60;0;8;0;1
28;8;3;39000;30000;1;60;1;7;0;0
30;7;3;34500;30000;1;30;0;6;0;1
41;9;5;34500;30000;1;30;0;8;0;1
46;6;5;13000;10000;0;30;1;5;0;0
28;3;0;24500;20000;1;30;0;2;1;0
37;3;0;13000;10000;1;30;0;2;0;1
36;3;1;21750;20000;0;15;1;2;0;0
35;2;0;11500;10000;1;15;0;1;1;1
32;2;0;13000;10000;0;30;0;1;0;1
29;9;2;44000;40000;0;30;1;8;0;1
41;2;1;13000;10000;1;30;0;1;0;0
34;2;0;11500;10000;1;15;1;1;1;0
33;19;2;55000;50000;0;60;1;18;0;1
41;2;0;13000;10000;0;30;1;1;0;1
43;4;3;11500;10000;1;15;1;3;0;0
31;2;0;11500;10000;0;15;0;1;0;1
33;3;0;13000;10000;1;30;1;2;1;1
26;5;2;24500;20000;1;30;0;4;0;0
28;13;5;34500;30000;1;30;0;12;0;1
29;5;2;24500;20000;1;30;1;4;0;0
45;9;5;24500;20000;1;30;1;8;0;0
39;4;1;12500;10000;1;30;1;3;0;1
32;7;2;34500;30000;0;30;1;6;0;1
30;5;2;11125;10000;1;15;0;4;0;1
39;2;1;13000;10000;1;30;0;1;0;0
38;8;6;13000;10000;1;30;0;7;0;1
41;2;0;13000;10000;1;30;1;1;0;1
28;5;2;34500;30000;1;30;0;4;0;1
44;11;6;44000;40000;1;30;0;10;0;1
38;6;1;24500;20000;0;30;0;5;0;1
31;2;1;13000;10000;1;30;1;1;0;1
44;2;0;13000;10000;1;30;0;1;0;1
37;12;2;44000;40000;1;30;1;11;0;1
42;2;0;13000;10000;0;30;0;1;1;1
35;5;1;22250;20000;1;15;1;4;0;1
30;6;2;22250;20000;1;15;0;5;0;1
33;7;1;34500;30000;1;30;0;6;0;1
41;6;1;22250;20000;1;15;0;5;0;0
50;3;1;13000;10000;1;30;0;2;0;1
33;12;5;44000;40000;0;30;1;11;0;1
42;2;0;11500;10000;0;15;1;1;0;1
40;2;0;13000;10000;0;30;1;1;0;0
32;2;0;13000;10000;1;30;1;1;0;0
36;3;1;13000;10000;1;30;0;2;0;0
39;12;1;55000;50000;1;60;0;11;0;1
45;6;3;13000;10000;0;30;0;5;0;0
27;4;2;24500;20000;1;30;0;3;1;1
31;2;1;13000;10000;0;30;0;1;0;0
40;4;2;24500;20000;1;30;0;3;0;1
43;5;2;22250;20000;0;15;1;4;0;1
42;3;1;11500;10000;1;15;0;1;1;1
35;2;1;11500;10000;1;15;1;1;0;0
33;2;0;13000;10000;1;30;1;1;0;1
37;13;4;52500;50000;0;30;0;12;0;1
41;14;8;44000;40000;0;30;0;13;0;1
41;8;6;34500;30000;1;30;1;7;0;1
33;13;3;44000;40000;1;30;1;12;0;1
38;5;2;24500;20000;1;30;0;4;0;1
48;6;4;11500;10000;1;15;0;5;0;0
37;2;1;13000;10000;1;30;1;1;0;1
39;2;1;13000;10000;1;30;1;1;1;1
39;9;0;48000;40000;0;60;0;8;0;1
36;3;0;13000;10000;1;30;0;2;1;1
44;2;0;11500;10000;1;15;1;1;0;1
30;5;2;11125;10000;1;15;0;4;0;1
37;2;0;13000;10000;1;30;1;1;0;1
34;2;0;11500;10000;0;15;0;1;1;1
56;8;2;34500;30000;0;30;1;7;0;1
32;2;0;13000;10000;1;30;1;1;0;1
36;3;0;11500;10000;1;15;0;2;0;1
34;2;1;13000;10000;1;30;1;1;0;1
29;4;1;24500;20000;1;30;0;3;0;1
35;2;1;11500;10000;1;15;1;1;0;1
29;6;1;24500;20000;1;30;1;5;0;1
45;3;1;13000;10000;1;30;0;2;0;1
41;2;0;11500;10000;1;15;1;1;1;0
43;9;6;34500;30000;1;30;0;8;0;1
43;15;2;38500;35000;1;30;0;14;0;1
41;6;2;24500;20000;0;30;0;5;1;1
28;5;3;13000;10000;1;30;1;4;0;0
39;2;0;13000;10000;1;30;0;1;1;1
34;4;3;22250;20000;0;15;0;3;0;1
32;5;0;34500;30000;0;30;1;4;1;1
37;2;0;11500;10000;1;15;0;1;0;1
58;5;4;12250;10000;1;30;0;4;0;1
41;2;0;11500;10000;1;15;1;1;1;1
39;2;1;13000;10000;0;30;0;1;0;1
43;2;0;11500;10000;1;15;1;1;0;1
38;5;1;11500;10000;1;15;1;4;0;1
40;4;0;24500;20000;1;30;0;3;0;1
45;6;0;24500;20000;1;30;0;5;0;1
33;6;4;13000;10000;1;30;0;5;0;1
29;5;4;11500;10000;1;15;0;4;0;1
27;14;6;34500;30000;0;30;0;13;0;0
39;9;1;34500;30000;1;30;0;8;0;1
31;2;1;13000;10000;0;30;0;1;0;1
50;11;1;44000;40000;1;30;0;10;0;1
42;12;4;44000;40000;1;30;0;11;0;1
42;2;0;13000;10000;1;30;0;1;0;1
26;10;2;33000;30000;0;30;0;9;0;0
47;4;2;24500;20000;0;30;0;3;0;1
40;5;2;13000;10000;1;30;0;4;0;1
33;7;1;36000;30000;0;60;0;6;0;1
38;3;0;13000;10000;1;30;0;2;0;0
35;10;5;24500;20000;1;30;0;9;0;1
46;2;0;13000;10000;1;30;1;1;0;1
39;3;1;13000;10000;1;30;1;2;0;1
41;4;0;10750;10000;1;15;0;3;0;1
34;2;1;13000;10000;0;30;0;1;0;1
38;6;0;24500;20000;1;30;0;5;0;1
47;4;3;24500;20000;1;30;1;3;0;1
56;2;0;11500;10000;0;15;0;1;0;1
31;4;0;24500;20000;0;30;0;3;0;1
32;3;0;13000;10000;1;30;0;2;0;0
54;2;0;13000;10000;1;30;0;1;0;1
39;3;0;11500;10000;1;15;1;2;0;0
36;3;1;11500;10000;0;15;1;2;0;1
38;11;3;44000;40000;0;30;0;10;0;1
36;7;3;24500;20000;1;30;0;6;0;1
39;2;0;11500;10000;0;15;1;1;1;1
